Title,Min Compensation,Max Compensation,Referral Bonus,Referral Link,Number of Openings,Full Job Description
Mass Spectrometry Scientist,30,95,1000,https://jobs.micro1.ai/post/2ad442bb-21f7-4daa-8f5d-2521d5c73bfb?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,,"Job Title: Mass Spectrometry Scientist

Job Type: Contract

Location: Remote

Job Summary

Join our customer’s innovative team as a Mass Spectrometry Scientist, where you will apply your expertise in analytical chemistry and mass spectrometry to support AI training and evaluation for scientific applications in a flexible remote environment. In this unique role, you will help train and refine advanced AI systems by applying deep domain knowledge, interpreting complex analytical data, and collaborating across disciplines to bridge the gap between analytical science and AI technologies.

Key Responsibilities

- Apply mass spectrometry expertise to train, evaluate, and enhance AI models supporting scientific research and analytical workflows.
- Develop, review, and validate scientific prompts, datasets, and outputs focused on mass spectrometry and analytical chemistry.
- Interpret and analyze mass spectrometry data, spectra, and results to ensure accuracy in AI-generated scientific content.
- Provide expert feedback on AI outputs, ensuring scientific rigor, correct methodologies, and precise terminology.
- Design and review mass spectrometry scenarios, problems, and datasets for AI model training purposes.
- Collaborate with interdisciplinary teams including AI researchers, data scientists, and engineers to optimize model performance in scientific domains.
- Document evaluations, insights, and best practices to continually improve AI systems and training materials.

Required Skills and Qualifications

- Advanced knowledge and hands-on experience with mass spectrometry techniques and instrumentation.
- Strong analytical and problem-solving skills, with expertise in interpreting complex mass spectrometry datasets.
- Deep understanding of analytical chemistry principles and MS-based experimental workflows.
- Excellent written and verbal communication skills, with the ability to convey complex scientific concepts clearly.
- Experience in scientific research, analytical laboratories, or related technical environments.
- Ability to work independently while contributing effectively to a remote, collaborative team setting.
- MS or PhD in Chemistry, Biochemistry, Analytical Chemistry, or a related scientific field.

Preferred Qualifications

- Experience with mass spectrometry data analysis platforms such as Xcalibur, MassLynx, or similar tools.
- Background in proteomics, metabolomics, pharmaceutical, or environmental analysis using mass spectrometry.
- Familiarity with AI, machine learning workflows, or scientific data annotation and evaluation."
AI/ML Engineer (US only),250000,600000,1500,https://jobs.micro1.ai/post/1e95b877-e650-493e-8742-a33d62ab610c?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: AI/ML Engineer

Job Type: Full-Time

About Us:

micro1 is the end-to-end human data infrastructure behind AGI. Our AI recruiter model is used by frontier AI labs and Fortune 10s to source, vet, and deploy PhDs and professors from the world’s top universities at scale. These experts are placed directly into the training loops of the most advanced AI systems, powering the breakthroughs that move models forward. Our data platform converts their expertise into high-signal training datasets, and our talent management tooling measures, routes, and improves performance at scale.

Job Summary:

Join our team as a AI/ML Engineer and play a pivotal role in driving mission-critical government initiatives while also contributing to micro1’s proprietary AI infrastructure, you’ll harness advanced large language models (LLMs), retrieval-augmented generation (RAG), and multi-agent orchestration to deliver secure, scalable, and impactful machine learning systems. You’ll work closely with cross-functional experts, leveraging frontier AI platforms and the latest in agentic AI tooling.

Key Responsibilities:

- Design, implement, and optimize AI/ML models particularly leveraging LLMs, RAG, and prompt engineering for production grade applications.
- Develop and orchestrate multi-agent systems using frameworks such as LangGraph and LangChain.
- Integrate and deploy solutions on secure cloud environments, including AWS GovCloud, Google GovCloud, Azure IL5+, Vertex AI, and AWS Bedrock.
- Build robust data pipelines, manage ETL processes, and develop metadata catalogs and ontologies to ensure high-quality data for AI training and inference.
- Create and maintain REST APIs and SDK integrations to facilitate seamless data and model interactions.
- Collaborate with product, security, and engineering teams to ensure best-in-class delivery, following secure coding and DevOps best practices (CI/CD).
- Document technical decisions and communicate complex concepts clearly to both technical and non-technical stakeholders.

Required Skills and Qualifications:

- Proficiency in Python for AI/ML development, including experience with REST APIs and SDK integration.
- Hands-on experience with LLMs, RAG systems, and prompt engineering in production environments.
- Familiarity with multi-agent orchestration, tool use, and frameworks like LangGraph and LangChain.
- Deep understanding of cloud AI services (AWS GovCloud, Google GovCloud, Azure IL5+, Vertex AI, AWS Bedrock).
- Background in building and maintaining data pipelines, ontologies, metadata catalogs, and ETL processes.
- Strong grasp of secure coding and modern DevOps practices (CI/CD pipelines).
- Exceptional written and verbal communication skills for effective collaboration and documentation.

Preferred Qualifications:

- Experience with AI/agentic platforms, such as Anthropic for Gov, OpenAI Enterprise, Gemini Enterprise, or Grok Enterprise.
- Knowledge of metadata catalog platforms (MCP) and advanced API development techniques.
- Prior exposure to government or highly regulated cloud environments and compliance standards."
Godot Game Engine expert,50,120,1000,https://jobs.micro1.ai/post/cdd76757-0960-4f20-91a9-4398fab9648d?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,,"Job Title: Godot Game Engine Expert

Job Type: Expert Role

Location: Remote

Job Summary

Join our customer's team as a Godot Game Engine expert, where you will have the opportunity to work on cutting-edge interactive experiences in a dynamic and collaborative environment. You will leverage your deep knowledge of Godot to drive the technical direction of game projects, ensuring robust architecture and seamless gameplay. This position is ideal for professionals passionate about creating high-quality games and excelling in both communication and technical domains.

Key Responsibilities

- Design, implement, and optimize gameplay systems and features using the Godot Game Engine.
- Collaborate closely with designers, artists, and other developers to deliver polished and engaging player experiences.
- Architect and maintain clean, scalable, and well-documented codebases.
- Troubleshoot and resolve complex technical issues throughout the development lifecycle.
- Contribute to the evaluation and selection of technical solutions and tools related to the Godot ecosystem.
- Mentor and support team members in best practices, Godot workflows, and robust coding standards.
- Participate actively in sprint planning, code reviews, and quality assurance processes.

Required Skills and Qualifications

- Deep expertise with the Godot Game Engine (GDScript, C#, or VisualScript).
- Proven track record of shipping commercial or high-quality independent titles using Godot.
- Strong understanding of 2D/3D game development pipelines, asset integration, and performance optimization.
- Ability to communicate complex technical concepts clearly in both written and verbal form.
- Experience collaborating in a remote, distributed team environment.
- Solid problem-solving abilities and passion for learning new technologies.
- Demonstrated ability to produce clean, maintainable, and efficient code.

Preferred Qualifications

- Experience contributing to open-source Godot projects or plugins.
- Background in gameplay, UI/UX, or multiplayer networking systems.
- Exposure to agile development methodologies and tools."
Autodesk Inventor Expert,20,115,2000,https://jobs.micro1.ai/post/9e8dd62f-c6f0-474a-a36a-5e2682d71687?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,,"Job Title: Autodesk Inventor Expert

Job Type: Expert

Location: Remote

Job Summary

Join our customer’s team as an Autodesk Inventor Expert, where you will leverage your advanced technical skills to drive innovative product designs and engineering solutions. This is a unique opportunity to work in a dynamic remote environment, collaborating closely with professionals who value precision, creativity, and strong communication. Your expertise will help shape the future of our customer’s engineering initiatives.

Key Responsibilities

- Develop, modify, and optimize 3D models and assemblies using Autodesk Inventor for manufacturing and product development.
- Collaborate with multidisciplinary teams to translate design concepts into detailed technical drawings and prototypes.
- Analyze design challenges and proactively recommend inventive solutions to enhance functionality and efficiency.
- Ensure all design documentation and schematics meet industry standards and project specifications.
- Provide mentorship and technical support to peers and junior designers within the customer’s team.
- Participate in design reviews, offering constructive feedback and ensuring project alignment with business goals.
- Maintain clear, concise, and professional written and verbal communication throughout all project phases.

Required Skills and Qualifications

- Expert proficiency in Autodesk Inventor for 3D modeling, assembly, and detailed drawing production.
- Proven experience in engineering or product design environments, with a strong project portfolio.
- Exceptional written and verbal communication skills, with a keen attention to detail.
- Solid understanding of manufacturing processes, tolerances, and materials.
- Ability to manage multiple projects and deadlines in a remote work setting.
- Strong problem-solving abilities and a proactive approach to technical challenges.
- Experience collaborating with cross-functional and remote teams.

Preferred Qualifications

- Certification in Autodesk Inventor or related CAD software.
- Background in mechanical, industrial, or product design engineering.
- Familiarity with PLM/PDM systems and digital workflow optimization."
AutoCAD Expert,30,100,1000,https://jobs.micro1.ai/post/70f19c7e-f056-4f8d-8b18-b611aaca0f40?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: AutoCAD Expert

Job Type: Permanent

Location: Remote

Job Summary

Join our customer's team as an AutoCAD Expert and play a pivotal role in transforming design visions into reality. You will use your mastery of AutoCAD to develop innovative solutions, collaborate on diverse projects, and drive excellence in drafting and design documentation. If you have a keen eye for detail and a passion for clear communication, this is the perfect opportunity to make a significant impact.

Key Responsibilities

- Create, modify, and optimize detailed AutoCAD drawings for a variety of projects.
- Collaborate with multidisciplinary teams to understand project requirements and deliver precise technical documentation.
- Interpret architectural and engineering sketches, notes, and specifications to produce accurate CAD outputs.
- Maintain version control and ensure all drawings adhere to project standards and quality benchmarks.
- Identify and resolve potential design conflicts or discrepancies efficiently.
- Participate in project reviews, offering constructive feedback and suggestions for improvement.
- Document processes and update relevant stakeholders via clear, professional written and verbal communication.

Required Skills and Qualifications

- Expert-level proficiency in AutoCAD, with a portfolio demonstrating complex drafting and design work.
- Exceptional written and verbal communication skills, ensuring clarity within a remote work environment.
- Strong attention to detail and commitment to producing high-quality deliverables.
- Proven ability to manage multiple tasks and meet deadlines independently.
- Solid understanding of architectural and engineering terminology and standards.
- Experience collaborating with diverse teams and adapting to dynamic project needs.
- A proactive and solution-oriented approach to technical challenges.

Preferred Qualifications

- Experience in related CAD software or 3D modeling tools.
- Background in architectural, civil, or engineering disciplines.
- Previous experience in a fully remote, cross-functional environment."
Applied AI Engineer,30,80,100,https://jobs.micro1.ai/post/db2b8e3d-3054-471c-82c4-598b45caefd9?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,,"Job Title: Applied AI Engineer

Job Type: Contractual

Location: Remote

Job Summary

Join our customer’s team as an Applied AI Engineer, where you will drive real-world impact by developing and deploying advanced AI solutions. You will collaborate with forward-thinking engineers and domain experts, leveraging your technical expertise to turn data into actionable insights. This is a unique opportunity to contribute to cutting-edge projects in a dynamic and fully remote environment.

Key Responsibilities

- Design, develop, and implement machine learning models to solve diverse business challenges.
- Collaborate cross-functionally to identify opportunities for AI integration and innovation.
- Preprocess, analyze, and interpret complex datasets using Python and related data tools.
- Develop APIs and data pipelines for seamless model integration and operationalization.
- Optimize models for performance, scalability, and robustness in production environments.
- Document methodologies, results, and workflows with clear, concise written communication.
- Communicate technical concepts to both technical and non-technical stakeholders effectively.

Required Skills and Qualifications

- Strong proficiency in Python for data analysis, modeling, and automation.
- Extensive hands-on experience with machine learning frameworks and libraries.
- Expertise in working with JSON data structures and API integrations.
- Ability to translate business requirements into deployable AI solutions.
- Excellent written and verbal communication skills, demonstrating a ""care a lot"" mindset for clarity and collaboration.
- Experience with version control systems and collaborative development tools.
- Self-driven, detail-oriented, and adaptable to a fast-paced remote work environment.

Preferred Qualifications

- Background in deploying machine learning solutions in cloud environments.
- Familiarity with MLOps tools and best practices.
- Previous experience working with distributed remote teams."
Regulatory Medical Writer – FDA Submissions,30,100,100,https://jobs.micro1.ai/post/f5757c7d-cec1-4ac0-912c-cda80adac436?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,,"Job Title: Regulatory Medical Writer – FDA Submissions

Job Type: Contract (Full-time or Part-time)

Location: Remote

Job Summary:

Join our customer’s team as a Regulatory Medical Writer specializing in FDA submissions. This unique opportunity allows you to leverage your regulatory expertise to support the training and evaluation of advanced AI models in partnership with a leading AI lab. Your contributions will directly influence the accuracy and quality of AI systems used in the biomedical and regulatory sector.

Key Responsibilities:

- Develop structured prompts and comprehensive evaluation rubrics modeled on FDA regulatory submission workflows.
- Author and review exemplary regulatory documentation, including clinical narratives and regulatory dossiers.
- Assess AI-generated content for accuracy, regulatory compliance, and scientific rigor.
- Translate complex clinical and regulatory data into clear, structured, and compliant regulatory narratives.
- Ensure all written materials align with FDA guidance, industry standards, and evolving regulatory requirements.
- Identify and document errors, inconsistencies, or hallucinations in AI-generated regulatory texts.
- Collaborate with cross-functional teams to enhance the quality and consistency of submission-ready content.

Required Skills and Qualifications:

- Proven experience preparing FDA regulatory submissions for pharmaceutical or biotech products.
- Mastery of key regulatory documents, including Clinical Study Reports (CSR), Investigator’s Brochure (IB), NDAs, INDs, and CTD/Module 2 summaries.
- In-depth knowledge of ICH guidelines, FDA regulatory frameworks, and submission standards.
- Demonstrated ability to develop and revise regulatory documentation with scientific precision and compliance.
- Expert written and verbal communication skills, with meticulous attention to detail and structure.
- Experience collaborating effectively with cross-functional clinical development teams.
- Track record of translating clinical trial data into structured, regulatory narratives.

Preferred Qualifications:

- Background in CROs, pharmaceutical companies, or regulatory consulting environments.
- Familiarity with eCTD submissions and end-to-end regulatory document lifecycle management.
- Experience with AI-assisted medical writing tools or regulatory automation workflows."
Accounting Expert (UK GAAP),30,60,100,https://jobs.micro1.ai/post/6a8e3b6c-ca2e-45b1-a5ff-5ceda0ca6cf5?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,,"Job Title: Accounting Expert (UK GAAP)

Job Type: AI Training Project

Location: Remote/Global

Job Summary

Join our customer's team as an Accounting Expert (UK GAAP), where you will leverage your deep accounting expertise to drive a cutting-edge data labeling project. Your insights and experience with UK GAAP will help train and refine advanced AI systems, directly impacting the quality of automated financial processes. This is an exciting opportunity for skilled accountants or auditors looking to apply their domain knowledge in the growing field of AI.

Key Responsibilities

- Review and label financial documents according to UK GAAP standards to support AI training initiatives.
- Apply rigorous accounting principles and use disclosure checklists to ensure data accuracy and integrity.
- Collaborate with data science and product teams to interpret complex financial records and disclosures.
- Ensure that all data labeling aligns with current UK GAAP requirements and industry best practices.
- Identify inconsistencies or errors in financial datasets, providing expert recommendations for resolution.
- Provide feedback on data models to enhance the learning and performance of AI tools.
- Document and share insights regarding UK GAAP application to guide future project developments.

Required Skills and Qualifications

- Qualified accountant or auditor with hands-on experience in UK GAAP.
- Extensive, current use of disclosure checklists in a professional setting.
- Strong analytical skills and attention to detail in interpreting financial statements.
- Demonstrated ability to apply accounting principles to real-world data.
- Excellent organizational and time management skills.
- Proficiency in collaborating with cross-functional teams.
- Ability to communicate technical accounting topics clearly and concisely.

Preferred Qualifications

- Experience with AI training, data annotation, or data science projects.
- Exposure to process automation within finance or audit contexts.
- Familiarity with technology-enabled financial solutions or tools."
Accounting Expert (US GAAP),30,60,100,https://jobs.micro1.ai/post/d9bfad34-317c-4ab2-a0ce-fb2caa9597fa?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,,"Job Title: Accounting Expert (US GAAP)

Job Type: Contract

Location: Remote

Job Summary

Join our customer's team as an Accounting Expert (US GAAP), where your accounting acumen will pave the way for next-generation AI solutions. In this remote role, you will leverage your expertise in US GAAP and disclosures, directly contributing to impactful AI training for data labeling projects. If you have a passion for accounting excellence and thrive in environments valuing top-notch written and verbal communication, we want to hear from you.

Key Responsibilities

- Apply US GAAP expertise to review, label, and annotate financial documents for AI training purposes.
- Utilize disclosure checklists actively to ensure comprehensive and accurate financial data review.
- Evaluate and verify accounting data for consistency, accuracy, and compliance with the latest US GAAP standards.
- Collaborate with a distributed team to deliver high-quality, insightful data labeling supporting AI model development.
- Document findings, recommendations, and observations with exceptional attention to detail and clarity.
- Contribute to the continuous improvement of project processes and best practices for data quality.
- Communicate complex accounting concepts effectively with both technical and non-technical stakeholders.

Required Skills and Qualifications

- Strong foundation in US GAAP with hands-on experience applying standards to real-world scenarios.
- Experience as an accountant or auditor within the United States.
- Demonstrated proficiency in using disclosure checklists in current assignments.
- Exceptional written and verbal communication skills, with an ability to convey details clearly and concisely.
- Meticulous attention to accuracy and completeness in financial data analysis.
- Familiarity with technology-driven environments and willingness to engage in AI data projects.
- Ability to work independently in a remote setting while collaborating across teams.

Preferred Qualifications

- CPA, CIA, or equivalent accounting certification.
- Prior experience with data annotation, AI training projects, or data labeling initiatives.
- Background in process improvement or quality assurance in accounting operations."
Personal Finance Advisor / Certified Financial Planner®,50,110,1000,https://jobs.micro1.ai/post/a9be467c-37aa-44dc-b263-daea60cc39b2?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,3,"Job Title: Certified Financial Planner® / Personal Financial Advisor

Job Type: Part-time

Location: Remote

Job Summary:

Join our customer’s team as a personal financial advisor (CFP®) and help shape the future of AI-assisted financial planning. This remote, part-time role lets you leverage your expertise working with typical American households to improve how AI supports both financial advisors and everyday clients. Work asynchronously alongside a leading AI lab, providing insights that make financial guidance more accessible and practical for real families.

Key Responsibilities:

- Review realistic financial planning scenarios that reflect everyday client conversations, covering budgets, emergency funds, debt payoff, retirement planning, and more.
- Evaluate AI-generated advice for suitability, clarity, and practicality for mainstream and mass-affluent households.
- Detail how you would conduct advisory conversations — including question frameworks, goal prioritization, and tradeoff discussions (e.g., mortgage payments vs. 401(k) matching, debt repayment vs. investing).
- Articulate actionable decision rules and rules of thumb used with real clients (such as cash reserve targets or savings-rate benchmarks).
- Deliver written feedback to refine AI explanations, next steps, and tradeoff framing — focusing on clear, empathetic language for non-experts.
- Identify compliance and risk considerations, advising when to stay within scope or refer to other specialists (CPA, attorney, insurance).

Required Skills and Qualifications:

- Several years of client-facing experience as a Financial Planner/Advisor, Personal Financial Consultant, or similar role serving mainstream households (W-2 income, standard employer retirement plans, common debts, and insurance needs).
- Demonstrated expertise in budgeting, cash-flow planning, debt management, retirement planning, education savings, and risk management for everyday clients.
- CFP® certification strongly preferred (or CFP exam passed with relevant experience), though ChFC or other credentials considered when paired with substantial practical experience.
- Exceptional written and verbal communication skills, able to explain tradeoffs in simple, reassuring language.
- High professional integrity, strong compliance orientation, and commitment to a fiduciary/client-first standard.
- Hands-on experience with standardized planning processes and a proactive approach to financial problem-solving.

Preferred Qualifications:

- Experience blending holistic planning and financial coaching, especially in mass-market or workplace advisor roles.
- Experience mentoring junior advisors or developing planning process materials (checklists, playbooks, workflows)."
Attorney,40,120,100,https://jobs.micro1.ai/post/91e93363-5a61-4841-8b3e-2f9153d4fad2?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,5,"Job Title: Attorney

Job Type: Contract (Full-time or Part-time)

Location: Remote

Job Summary

Join our customer’s team as an accomplished Attorney and leverage your litigation expertise to shape the next generation of legal AI. You will utilize your advanced skills in legal research, writing, and discovery management to develop sophisticated rubrics and refine AI models, directly impacting the future of technology-assisted law. This is an exciting opportunity for seasoned litigators who thrive in document-intensive environments and enjoy tackling complex legal challenges.

Key Responsibilities

- Design and implement robust legal rubrics for use in AI-driven document review and analysis processes.
- Conduct in-depth legal research and draft complex memoranda to guide AI model training and evaluation.
- Analyze large volumes of litigation documents to identify issues, trends, and data points vital for AI improvement.
- Collaborate with cross-functional teams to translate legal insights into actionable requirements for AI development.
- Oversee the quality and accuracy of AI outputs, providing feedback to enhance discovery management and motion practice capabilities.
- Develop case strategies and motion practice templates that inform machine learning models in legal contexts.
- Continuously review and refine rubric criteria to align with evolving legal standards and best practices.

Required Skills and Qualifications

- Juris Doctor (JD) degree and active bar membership.
- Active bar admission in at least one U.S. jurisdiction
- Minimum 5 years of litigation experience, with a strong track record managing document-intensive cases through discovery and dispositive motions.
- Exceptional legal research, writing, and analytical abilities, with particular skill in issue spotting and document analysis.
- Demonstrated expertise in case strategy development and motion practice.
- Proven ability to manage discovery processes and oversee complex legal document review projects.
- Outstanding written and verbal communication skills, with meticulous attention to detail.
- Technological acumen and comfort working in remote, digital-first environments.

Preferred Qualifications

- Law Review or Journal Editorial Experience, including substantive editing, cite-checking, and publication review of scholarly legal articles is highly prefered."
Bilingual Japanese Generalists,49,98,300,https://jobs.micro1.ai/post/f60ea7ff-c1c1-4614-8d40-11107b4d327a?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: Bilingual Japanese Generalists

Job Type: Contract (Full-time or Part-time)

Location: Remote

Job Summary:

Join our customer's team as a Bilingual Japanese Generalist, playing a vital role in advancing cutting-edge AI systems. In this unique opportunity, you’ll leverage your Japanese language expertise and subject matter knowledge to create impactful training data that shapes the future of artificial intelligence. Your contributions will directly influence the accuracy, reliability, and depth of AI models used across various industries.

Key Responsibilities:

- Develop and refine high-quality, Japanese-language training datasets that reflect real-world scenarios and expert-level subject matter understanding.
- Design, craft, and validate challenging knowledge-based question–answer pairs using multi-source research and obscure, credible references.
- Assess and annotate data to ensure accuracy, clarity, and alignment with project requirements.
- Collaborate with AI trainers, engineers, and researchers to identify content gaps and enhance system learning outcomes.
- Produce detailed, source-backed justifications for all created data and questions, ensuring full verifiability and time-resistance.
- Maintain rigorous documentation of your work and contribute to continuous process improvement.
- Communicate effectively in both Japanese and English, delivering insights and feedback in both written and verbal formats.

Required Skills and Qualifications:

- Native or near-native fluency in Japanese and strong proficiency in English (written and verbal).
- Demonstrated expertise in a professional or academic domain (e.g., sports, Music Hardware, video games, etc.).
- Exceptional research skills with the ability to locate, evaluate, and synthesize information from obscure, reliable sources.
- Attention to detail and a passion for quality, accuracy, and process improvement.
- Strong analytical thinking with a focus on verifiability and logical justification.
- Ability to craft clear, nuanced questions and explanations tailored to advanced AI learning.
- Comfortable working remotely and independently, while proactively engaging with a diverse, global team.

Preferred Qualifications:

- Previous experience training, annotating, or curating data for AI or machine learning projects.
- Familiarity with AI systems, knowledge modeling, or advanced digital research tools.
- Advanced degree or professional certification in your subject matter field."
Bilingual Medical Expert,120,188,1000,https://jobs.micro1.ai/post/40ab59ea-7856-4683-9fe0-3befd87924e8?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,20,"Job Title: Bilingual Medical Expert

Job Type: Contract (Full-time or Part-time)

Location: Remote

Job Summary:

Join our customer's team as a Bilingual Medical Expert and play a pivotal role in shaping the future of AI-driven healthcare. In this intellectually stimulating role, you will design complex, verifiable, and time-resistant medical question–answer pairs from multiple reputable sources to rigorously train next-generation AI models. This is an exceptional opportunity to blend your clinical expertise with cutting-edge technology, directly impacting the accuracy and reliability of AI in medicine.

Key Responsibilities:

- Create challenging, knowledge-based medical question–answer pairs that address gaps in current AI capabilities.
- Research and synthesize content from obscure yet reliable medical sources to formulate questions and justifications.
- Ensure all questions are verifiable, evidence-based, and maintain longevity in relevance.
- Provide detailed, source-backed rationales for each answer to support knowledge traceability.
- Collaborate closely with AI development and data teams to refine training methodologies and improve model performance.
- Communicate findings and complex medical concepts clearly and concisely in both written and verbal formats.
- Continuously monitor advancements in medical science and AI to update content and maintain best practices.

Required Skills and Qualifications:

- Advanced proficiency in Next.js and modern web application development.
- Fluency in at least two languages, with strong command of medical terminology in both.
- Demonstrated experience in medical research, clinical practice, or academic medicine.
- Exceptional written and verbal communication skills with meticulous attention to clarity and detail.
- Ability to identify AI limitations and design questions that reveal knowledge gaps.
- Strong analytical skills and the capacity to synthesize complex information from diverse sources.
- Self-motivated, proactive, and able to thrive in a fully remote environment.

Preferred Qualifications:

- Prior experience in AI training, prompt engineering, or medical informatics.
- Familiarity with multi-source data validation and knowledge engineering.
- Publication or peer review experience in a medical or scientific context."
Cross-Platform Engine Developer (Cocos2d-x),50,120,300,https://jobs.micro1.ai/post/d4f8321d-0a2e-4bf9-a3d4-3c150443868e?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: Cross-Platform Engine Developer (Cocos2d-x)

Job Type: Permanent

Location: Remote

Job Summary:

Join our customer's team as a Cross-Platform Engine Developer specializing in Cocos2d-x! In this role, you'll be instrumental in building and optimizing high-performance 2D and lightweight 3D games across mobile, desktop, and console platforms. Bring your engine expertise and passion for games to deliver immersive and scalable experiences for a global audience.

Key Responsibilities:

- Design, develop, and maintain game engine features using Cocos2d-x in C++.
- Optimize memory usage, rendering performance, and platform-specific integrations for multiple devices.
- Ensure scalable and maintainable game architectures suitable for global game releases.
- Collaborate closely with designers, artists, and QA teams to implement and refine features.
- Diagnose, troubleshoot, and resolve complex engine-related issues across platforms.
- Stay updated on the latest advancements in game engine technology and suggest improvements.
- Communicate technical concepts clearly and effectively, both in writing and verbally, within a distributed team environment.

Required Skills and Qualifications:

- Proven experience developing with Cocos2d-x and C++ in high-performance game projects.
- Strong background in computer graphics, rendering pipelines, and memory optimization.
- Hands-on experience deploying games for mobile (iOS/Android), desktop, and console platforms.
- Deep understanding of cross-platform development challenges and solutions.
- Exceptional written and verbal communication skills, with a collaborative mindset.
- Strong problem-solving aptitude and attention to detail in complex technical environments.
- Ability to thrive in a remote, fast-paced, and globally distributed team.

Preferred Qualifications:

- Experience with lightweight 3D engine features or hybrid 2D/3D game projects.
- Familiarity with global release processes and scalable game architecture best practices.
- Background in optimizing games for resource-constrained or high-latency environments."
3D Game Developer (Panda3D),50,150,300,https://jobs.micro1.ai/post/dbd9a8d8-b4d9-4a07-ac2a-395a23a78eca?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: 3D Game Developer (Panda3D)

Job Type: Contract 

Location: Remote

Job Summary

Join our customer's team as a 3D Game Developer (Panda3D) and play a pivotal role in building cutting-edge interactive 3D applications and games. Leverage your expertise in Panda3D, Python, or C++ to craft robust, flexible, and scriptable systems for simulations, research, or indie productions. Empower users and researchers by creating tools and gameplay systems tailored for innovation and experimentation.

Key Responsibilities

- Design, implement, and refine 3D game and simulation features using Panda3D.
- Develop custom tools and gameplay systems that enable high levels of flexibility and scripting control.
- Collaborate closely with other developers, artists, and researchers to translate requirements into efficient, maintainable code.
- Optimize performance across diverse hardware and deployment environments.
- Contribute to all phases of the development lifecycle, from prototyping to release and ongoing maintenance.
- Communicate complex technical concepts clearly in both written and verbal forms.
- Stay current on Panda3D advancements and best practices shared within the community.

Required Skills and Qualifications

- Strong hands-on experience with Panda3D for interactive 3D application or game development.
- Proficiency in Python or C++ for scripting, gameplay logic, and tool development.
- Solid understanding of 3D graphics concepts, game loops, and simulation architectures.
- Demonstrated ability to build adaptable systems and tools suitable for varied use cases.
- Excellent written and verbal communication skills with a focus on clarity and collaboration.
- Ability to work autonomously and efficiently in a remote, distributed setting.
- Proven track record of delivering high-quality code and creative 3D solutions.

Preferred Qualifications

- Prior experience developing 3D applications for research, simulation, or indie game production.
- Familiarity with agile methodologies and version control systems, such as Git.
- Active involvement in the Panda3D or open-source development communities."
